"family","species","latitude","longitude","month","year","temperature","precipitation"
"Trochilidae","Amazilia tzacatl",10.364506,-84.34565,3,2024,21.2948627471924,3891.30151367188
"Ramphastidae","Ramphastos sulfuratus",10.06453,-84.525406,5,2021,21.2320461273193,3416.26025390625
"Trochilidae","Amazilia tzacatl",9.526776,-84.53499,8,2023,26.0428047180176,3301.904296875
"Trochilidae","Amazilia tzacatl",17.164846,-88.683586,5,2019,25.0457305908203,2214.52905273438
"Trochilidae","Amazilia tzacatl",9.151917,-83.704216,5,2024,24.1755847930908,6611.79541015625
"Ramphastidae","Ramphastos sulfuratus",8.644037,-80.095116,12,2021,22.7288646697998,2847.08911132812
"Ramphastidae","Ramphastos sulfuratus",9.721675,-82.8256,10,2022,25.5840358734131,3784.4365234375
"Ramphastidae","Ramphastos sulfuratus",9.291874,-78.9825,12,2024,25.2406444549561,2916.01293945312
"Ramphastidae","Ramphastos sulfuratus",16.55576,-88.70664,1,2021,24.4709548950195,3022.40771484375
"Trochilidae","Amazilia tzacatl",4.530099,-75.63855,5,2020,15.3331890106201,2773.10766601562
"Ramphastidae","Ramphastos sulfuratus",10.436984,-84.70968,9,2018,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",3.935003,-76.48861,9,2022,17.4078216552734,3038.29418945312
"Trochilidae","Amazilia tzacatl",0.019655,-78.70693,11,2022,17.774471282959,3720.26782226562
"Trochilidae","Amazilia tzacatl",17.13685,-89.06673,1,2023,25.7464981079102,1524.36376953125
"Trochilidae","Amazilia tzacatl",9.728633,-84.51882,2,2018,24.1993541717529,4059.90649414062
"Trochilidae","Amazilia tzacatl",8.741742,-80.60825,4,2023,23.5057563781738,3487.41235351562
"Ramphastidae","Ramphastos sulfuratus",15.593137,-87.06124,3,2017,22.2491970062256,2542.98315429688
"Trochilidae","Amazilia tzacatl",16.2321,-88.8446,8,2012,25.7408905029297,3249.03564453125
"Trochilidae","Amazilia tzacatl",17.246073,-90.33204,12,2015,26.4175395965576,1720.48718261719
"Trochilidae","Amazilia tzacatl",9.124507,-83.69788,8,2018,24.1755847930908,6611.79541015625
"Ramphastidae","Ramphastos sulfuratus",10.09114,-84.531876,10,2021,21.2320461273193,3416.26025390625
"Trochilidae","Amazilia tzacatl",9.032887,-83.00782,3,2020,16.6892852783203,4245.484375
"Psittacidae","Ara macao",9.808,-84.611,9,2019,25.2544860839844,3357.62670898438
"Ramphastidae","Ramphastos sulfuratus",17.25062,-89.14367,4,2010,25.4681758880615,1534.68591308594
"Psittacidae","Ara macao",50.48785,4.59945,6,2023,9.90480613708496,904.986999511719
"Ramphastidae","Ramphastos sulfuratus",18.81114,-89.29164,5,2017,25.5563087463379,1055.353515625
"Trochilidae","Amazilia tzacatl",10.0365,-84.11077,5,2021,19.8101959228516,2978.7958984375
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,6,2019,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",8.222549,-82.21325,6,2021,26.5067081451416,4120.87060546875
"Ramphastidae","Ramphastos sulfuratus",17.069633,-88.98736,3,2023,24.4710178375244,1890.86608886719
"Trochilidae","Amazilia tzacatl",5.593098,-75.84976,8,2020,15.1906394958496,2890.26977539062
"Psittacidae","Ara macao",-9.597261,-55.931107,1,2018,25.2126197814941,2372.17260742188
"Ramphastidae","Ramphastos sulfuratus",10.45704,-84.521,12,2023,24.5419998168945,3342.841796875
"Psittacidae","Ara macao",9.779773,-84.62634,2,2024,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",9.447191,-83.61926,3,2024,18.1801071166992,5104.65283203125
"Trochilidae","Amazilia tzacatl",8.091303,-75.90957,10,2024,25.6785449981689,1924.76440429688
"Trochilidae","Amazilia tzacatl",3.560713,-76.666016,1,2022,17.6094875335693,2099.78051757812
"Trochilidae","Amazilia tzacatl",6.158805,-75.41455,9,2024,15.7230958938599,2556.71166992188
"Trochilidae","Amazilia tzacatl",0.032766,-78.68097,2,2024,16.6842384338379,3105.48315429688
"Trochilidae","Amazilia tzacatl",4.563933,-74.31654,3,2024,15.7468862533569,1603.70007324219
"Ramphastidae","Ramphastos sulfuratus",9.80613,-83.70924,10,2022,20.1592693328857,4257.62451171875
"Trochilidae","Amazilia tzacatl",8.688337,-83.67086,8,2024,25.6653347015381,4172.93115234375
"Trochilidae","Amazilia tzacatl",8.621463,-80.1397,11,2019,22.7288646697998,2847.08911132812
"Trochilidae","Amazilia tzacatl",8.923374,-78.40055,1,2017,24.3631019592285,2924.25415039062
"Trochilidae","Amazilia tzacatl",9.871134,-84.28727,7,2022,22.0514049530029,3129.1630859375
"Psittacidae","Ara macao",9.090917,-83.677055,12,2022,24.1755847930908,6611.79541015625
"Ramphastidae","Ramphastos sulfuratus",15.691674,-88.65053,10,2018,24.0947437286377,3045.59057617188
"Trochilidae","Amazilia tzacatl",9.128597,-79.697655,2,2016,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",17.24435,-89.01406,11,2020,25.7703380584717,1526.56750488281
"Trochilidae","Amazilia tzacatl",10.730744,-85.04848,9,2020,22.2525329589844,3695.4267578125
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,2,2024,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",14.957908,-88.108475,8,2018,19.3977069854736,1710.876953125
"Trochilidae","Amazilia tzacatl",10.489347,-84.75635,12,2024,22.4273853302002,3842.72045898438
"Trochilidae","Amazilia tzacatl",10.437854,-84.710247,4,2024,21.227502822876,3769.966796875
"Psittacidae","Ara macao",8.574331,-83.37303,8,2010,25.2360401153564,4008.63720703125
"Ramphastidae","Ramphastos sulfuratus",9.913765,-84.56686,3,2022,24.6037902832031,3246.0419921875
"Trochilidae","Amazilia tzacatl",4.614587,-75.60975,7,2024,16.9263801574707,2917.70166015625
"Trochilidae","Amazilia tzacatl",8.78456,-82.98753,2,2013,20.4299774169922,5040.26513671875
"Psittacidae","Ara macao",8.412669,-83.282104,10,2024,26.074535369873,3753.65795898438
"Trochilidae","Amazilia tzacatl",10.222149,-84.16725,1,2018,15.2333126068115,3949.96020507812
"Ramphastidae","Ramphastos sulfuratus",17.148525,-88.77826,12,2012,24.8663234710693,2012.23205566406
"Psittacidae","Ara macao",8.535528,-83.30426,3,2023,25.8524646759033,3507.77783203125
"Ramphastidae","Ramphastos sulfuratus",10.0576,-84.49555,4,2020,21.4132480621338,3402.93627929688
"Trochilidae","Amazilia tzacatl",16.230251,-88.94347,12,2020,25.6021938323975,3037.10107421875
"Ramphastidae","Ramphastos sulfuratus",9.077836,-79.64925,6,2012,25.752269744873,2543.22387695312
"Psittacidae","Ara macao",-12.35545,-70.7064,9,2024,24.2966270446777,1943.9111328125
"Trochilidae","Amazilia tzacatl",13.234552,-86.05367,11,2015,20.6702976226807,1422.10668945312
"Trochilidae","Amazilia tzacatl",17.229006,-89.602234,12,2019,25.4286136627197,1534.83581542969
"Trochilidae","Amazilia tzacatl",9.796523,-84.59653,2,2022,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",10.439027,-84.0076,1,2022,24.3582134246826,3935.75463867188
"Ramphastidae","Ramphastos sulfuratus",17.39441,-89.634,1,2020,25.6839771270752,1404.46496582031
"Trochilidae","Amazilia tzacatl",5.781252,-75.79425,9,2023,18.9883403778076,3038.85180664062
"Trochilidae","Amazilia tzacatl",14.937165,-87.89045,9,2015,22.6452369689941,1533.85302734375
"Trochilidae","Amazilia tzacatl",9.780881,-84.6061,11,2023,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",9.215051,-79.39952,3,2012,23.8206844329834,3458.45434570312
"Trochilidae","Amazilia tzacatl",9.780881,-84.6061,12,2022,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",14.902846,-87.95446,5,2018,22.5105876922607,1498.47448730469
"Ramphastidae","Ramphastos sulfuratus",9.133547,-79.72072,5,2022,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",17.065956,-89.07382,7,2016,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",17.164846,-88.683586,3,2016,25.0457305908203,2214.52905273438
"Trochilidae","Amazilia tzacatl",16.845985,-89.044044,12,2019,23.0516719818115,2087.69384765625
"Trochilidae","Amazilia tzacatl",10.203823,-84.161835,9,2017,15.2333126068115,3949.96020507812
"Psittacidae","Ara macao",10.441443,-84.006386,3,2024,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",-0.050725,-78.772385,8,2018,17.3309020996094,3648.22094726562
"Trochilidae","Amazilia tzacatl",10.884893,-84.788704,3,2023,25.2170467376709,2955.115234375
"Trochilidae","Amazilia tzacatl",10.170486,-84.55466,10,2022,20.511344909668,3684.7578125
"Ramphastidae","Ramphastos sulfuratus",18.515978,-89.46576,12,2022,25.3262233734131,1042.91748046875
"Trochilidae","Amazilia tzacatl",9.975645,-84.56916,3,2020,24.6037902832031,3246.0419921875
"Trochilidae","Amazilia tzacatl",9.133547,-79.72072,8,2013,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",5.422124,-75.6455,5,2020,19.4651184082031,3061.615234375
"Ramphastidae","Ramphastos sulfuratus",9.920129,-84.24431,5,2021,21.7343406677246,2724.85302734375
"Trochilidae","Amazilia tzacatl",9.759764,-82.87699,1,2019,25.1872825622559,3479.685546875
"Trochilidae","Amazilia tzacatl",10.171914,-84.55759,7,2023,20.511344909668,3684.7578125
"Trochilidae","Amazilia tzacatl",8.812329,-82.961266,10,2023,20.4299774169922,5040.26513671875
"Trochilidae","Amazilia tzacatl",17.559477,-89.031715,3,2017,25.4979515075684,1606.54077148438
"Trochilidae","Amazilia tzacatl",9.394099,-82.2429,12,2023,25.6673679351807,3693.33837890625
"Trochilidae","Amazilia tzacatl",0.145185,-79.14147,11,2023,23.5609569549561,3240.74536132812
"Trochilidae","Amazilia tzacatl",8.689961,-83.66769,7,2024,25.6653347015381,4172.93115234375
"Trochilidae","Amazilia tzacatl",17.764206,-88.63518,1,2023,25.9365177154541,1627.86450195312
"Trochilidae","Amazilia tzacatl",8.815375,-82.95942,11,2021,20.4299774169922,5040.26513671875
"Trochilidae","Amazilia tzacatl",17.140715,-89.08204,6,2018,25.7464981079102,1524.36376953125
"Trochilidae","Amazilia tzacatl",12.999229,-85.9094,11,2023,19.8613014221191,1685.79724121094
"Trochilidae","Amazilia tzacatl",17.04705,-89.06098,3,2022,25.3534374237061,1652.71606445312
"Ramphastidae","Ramphastos sulfuratus",10.034681,-84.46397,1,2019,21.4132480621338,3402.93627929688
"Psittacidae","Ara macao",8.282887,-83.019992,2,2011,25.1516094207764,4030.81958007812
"Trochilidae","Amazilia tzacatl",15.570758,-88.87935,1,2017,24.7462730407715,2452.93359375
"Psittacidae","Ara macao",18.51583,-95.13211,2,2022,22.6880512237549,3410.17065429688
"Ramphastidae","Ramphastos sulfuratus",17.1074,-89.07398,2,2019,25.7464981079102,1524.36376953125
"Trochilidae","Amazilia tzacatl",4.35574,-75.72518,5,2022,16.4819278717041,2307.20385742188
"Trochilidae","Amazilia tzacatl",5.936247,-75.65234,2,2013,17.3265972137451,2808.47534179688
"Psittacidae","Ara macao",-6.912064,-52.26387,6,2021,25.4860877990723,1964.04821777344
"Trochilidae","Amazilia tzacatl",17.8412,-89.01902,11,2017,25.645393371582,1451.41076660156
"Trochilidae","Amazilia tzacatl",16.79764,-88.408875,2,2023,25.5649242401123,2555.9306640625
"Trochilidae","Amazilia tzacatl",9.119558,-79.71283,3,2022,25.717378616333,2767.18994140625
"Ramphastidae","Ramphastos sulfuratus",9.343427,-78.98802,6,2018,25.6975536346436,2716.32177734375
"Trochilidae","Amazilia tzacatl",0.033327,-78.868454,1,2023,19.5135822296143,4079.23754882812
"Trochilidae","Amazilia tzacatl",-3.649259,-79.761536,3,2013,19.833927154541,1772.35876464844
"Trochilidae","Amazilia tzacatl",0.08146,-79.05632,6,2023,22.2368965148926,3760.626953125
"Trochilidae","Amazilia tzacatl",17.052664,-88.565346,10,2017,24.2031364440918,2618.71459960938
"Trochilidae","Amazilia tzacatl",10.13513,-84.30683,6,2022,18.754337310791,3248.16796875
"Ramphastidae","Ramphastos sulfuratus",9.11641,-79.69482,12,2024,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",10.19316,-84.15515,11,2019,15.2333126068115,3949.96020507812
"Ramphastidae","Ramphastos sulfuratus",11.098024,-74.07865,2,2024,22.4694004058838,2481.46826171875
"Trochilidae","Amazilia tzacatl",10.479034,-84.591774,1,2016,23.7799491882324,3681.1064453125
"Trochilidae","Amazilia tzacatl",9.83193,-83.5638,8,2014,20.8341503143311,4450.3896484375
"Trochilidae","Amazilia tzacatl",8.546469,-80.19625,11,2024,24.2647190093994,2831.724609375
"Psittacidae","Ara macao",10.79026,-83.58795,10,2023,25.6351299285889,4629.81005859375
"Trochilidae","Amazilia tzacatl",0.37299,-79.6652,6,2022,23.7789649963379,1843.15673828125
"Ramphastidae","Ramphastos sulfuratus",17.079333,-89.089944,3,2015,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",17.228243,-89.60584,12,2018,25.4286136627197,1534.83581542969
"Ramphastidae","Ramphastos sulfuratus",7.457187,-80.91507,4,2023,25.6909465789795,3155.71997070312
"Ramphastidae","Ramphastos sulfuratus",9.798432,-83.52501,1,2024,18.7127552032471,4492.70458984375
"Trochilidae","Amazilia tzacatl",9.839212,-83.73621,2,2020,21.1460819244385,4358.33837890625
"Trochilidae","Amazilia tzacatl",8.751164,-82.41566,11,2022,19.8566608428955,4843.10888671875
"Ramphastidae","Ramphastos sulfuratus",10.718347,-85.02661,5,2024,22.2525329589844,3695.4267578125
"Trochilidae","Amazilia tzacatl",10.209542,-84.16405,1,2014,15.2333126068115,3949.96020507812
"Psittacidae","Ara macao",-0.494045,-76.425605,6,2019,24.9010562896729,3440.40502929688
"Trochilidae","Amazilia tzacatl",17.04705,-89.06098,3,2023,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",8.555914,-82.97604,1,2023,25.4882640838623,4153.36962890625
"Trochilidae","Amazilia tzacatl",13.234552,-86.05367,2,2024,20.6702976226807,1422.10668945312
"Ramphastidae","Ramphastos sulfuratus",18.110941,-89.809975,10,2018,25.9615440368652,1116.59887695312
"Ramphastidae","Ramphastos sulfuratus",16.87169,-90.97826,10,2022,25.2556591033936,2199.13037109375
"Ramphastidae","Ramphastos sulfuratus",8.958292,-79.549217,10,2022,26.1559429168701,2301.55200195312
"Ramphastidae","Ramphastos sulfuratus",10.4502,-84.0677,11,2017,24.0561389923096,3983.61596679688
"Ramphastidae","Ramphastos sulfuratus",10.450806,-84.05019,1,2023,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",10.203823,-84.161835,8,2022,15.2333126068115,3949.96020507812
"Ramphastidae","Ramphastos sulfuratus",17.8412,-89.01902,3,2024,25.645393371582,1451.41076660156
"Trochilidae","Amazilia tzacatl",10.157989,-83.78299,4,2023,22.6624431610107,4539.646484375
"Trochilidae","Amazilia tzacatl",9.900908,-84.603264,7,2023,25.6704216003418,3180.15234375
"Trochilidae","Amazilia tzacatl",-3.682267,-79.68314,3,2019,19.662425994873,1806.64794921875
"Trochilidae","Amazilia tzacatl",10.174433,-83.930336,4,2018,21.2675170898438,4259.49609375
"Trochilidae","Amazilia tzacatl",-0.05375,-78.777684,10,2019,17.3309020996094,3648.22094726562
"Ramphastidae","Ramphastos sulfuratus",15.692996,-86.90228,2,2016,21.1232070922852,2509.6181640625
"Trochilidae","Amazilia tzacatl",8.93934,-79.779366,10,2024,25.8444347381592,2342.5595703125
"Trochilidae","Amazilia tzacatl",16.781199,-88.45717,8,2016,24.8854160308838,2462.6279296875
"Ramphastidae","Ramphastos sulfuratus",16.761265,-91.1028,4,2019,23.6227245330811,2584.62426757812
"Trochilidae","Amazilia tzacatl",17.160265,-89.09789,6,2020,25.7464981079102,1524.36376953125
"Accipitridae","Harpia harpyja",-2.972,-59.9656,9,2017,26.2849750518799,2417.166015625
"Trochilidae","Amazilia tzacatl",9.061626,-79.64953,2,2016,25.752269744873,2543.22387695312
"Ramphastidae","Ramphastos sulfuratus",10.391871,-83.951225,5,2014,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",8.97066,-83.46358,11,2019,24.4517364501953,5253.2919921875
"Trochilidae","Amazilia tzacatl",17.077871,-89.0883,1,2020,25.3534374237061,1652.71606445312
"Psittacidae","Ara macao",8.639354,-83.43494,2,2020,25.7016887664795,3696.97436523438
"Trochilidae","Amazilia tzacatl",10.429378,-84.78111,12,2024,21.1877365112305,3464.31689453125
"Trochilidae","Amazilia tzacatl",10.025907,-84.251274,12,2019,21.504846572876,2858.06884765625
"Trochilidae","Amazilia tzacatl",16.778336,-88.46588,12,2011,24.8854160308838,2462.6279296875
"Trochilidae","Amazilia tzacatl",5.396809,-74.884995,5,2020,25.9726543426514,2433.54565429688
"Psittacidae","Ara macao",-0.506759,-76.444565,4,2016,24.9010562896729,3440.40502929688
"Trochilidae","Amazilia tzacatl",8.535528,-83.30426,2,2016,25.8524646759033,3507.77783203125
"Trochilidae","Amazilia tzacatl",10.4516,-84.1211,2,2018,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",0.00235,-78.67743,12,2024,14.5053129196167,3313.39575195312
"Ramphastidae","Ramphastos sulfuratus",10.35013,-84.66691,2,2021,19.9885749816895,3729.12573242188
"Ramphastidae","Ramphastos sulfuratus",9.83193,-83.5638,9,2023,20.8341503143311,4450.3896484375
"Psittacidae","Ara macao",9.784446,-84.5664,4,2016,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",10.308417,-75.43809,5,2018,27.1324405670166,1241.68432617188
"Trochilidae","Amazilia tzacatl",10.53603,-83.74464,10,2022,25.0130004882812,4554.28955078125
"Psittacidae","Ara macao",9.780881,-84.6061,1,2022,25.2544860839844,3357.62670898438
"Ramphastidae","Ramphastos sulfuratus",14.872339,-87.905129,9,2021,20.866584777832,1721.55249023438
"Trochilidae","Amazilia tzacatl",5.08995,-75.53229,12,2017,18.4227466583252,2715.76708984375
"Psittacidae","Ara macao",10.53762,-83.493239,2,2017,25.5967788696289,4505.33740234375
"Trochilidae","Amazilia tzacatl",8.625873,-80.13861,2,2018,22.7288646697998,2847.08911132812
"Psittacidae","Ara macao",8.734667,-83.415985,10,2021,25.4568023681641,3903.93310546875
"Trochilidae","Amazilia tzacatl",15.18104,-85.43153,10,2014,22.379186630249,1980.95861816406
"Trochilidae","Amazilia tzacatl",10.424507,-83.99274,10,2024,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",17.071108,-88.915634,10,2021,23.4239940643311,2218.20629882812
"Trochilidae","Amazilia tzacatl",17.097462,-88.96336,11,2024,25.4766311645508,1652.31005859375
"Trochilidae","Amazilia tzacatl",5.039935,-75.72794,7,2022,21.1020679473877,2864.46557617188
"Trochilidae","Amazilia tzacatl",9.446455,-83.63406,1,2021,18.1801071166992,5104.65283203125
"Ramphastidae","Ramphastos sulfuratus",18.006159,-88.359116,11,2021,26.0679740905762,1590.2333984375
"Ramphastidae","Ramphastos sulfuratus",9.319498,-78.99886,4,2019,25.2406444549561,2916.01293945312
"Ramphastidae","Ramphastos sulfuratus",15.059554,-85.90561,2,2016,22.715913772583,1445.3642578125
"Trochilidae","Amazilia tzacatl",17.318977,-88.56802,3,2021,25.8318290710449,2086.16821289062
"Ramphastidae","Ramphastos sulfuratus",11.096748,-74.069664,3,2015,18.6449890136719,3087.56372070312
"Trochilidae","Amazilia tzacatl",8.61156,-82.394035,1,2015,22.8639507293701,5063.27734375
"Trochilidae","Amazilia tzacatl",17.04705,-89.06098,8,2016,25.3534374237061,1652.71606445312
"Ramphastidae","Ramphastos sulfuratus",10.383205,-84.61801,6,2011,22.8597812652588,3691.77001953125
"Trochilidae","Amazilia tzacatl",11.237552,-73.69886,10,2017,26.3239421844482,2096.9755859375
"Trochilidae","Amazilia tzacatl",9.103652,-79.36332,10,2022,25.4216785430908,3199.84399414062
"Trochilidae","Amazilia tzacatl",9.946237,-83.96385,7,2017,14.759126663208,3637.30200195312
"Ramphastidae","Ramphastos sulfuratus",17.703407,-89.547844,8,2019,25.1968574523926,1362.94226074219
"Trochilidae","Amazilia tzacatl",10.217976,-83.78522,10,2024,22.6624431610107,4539.646484375
"Trochilidae","Amazilia tzacatl",17.1074,-89.07398,5,2018,25.7464981079102,1524.36376953125
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,10,2019,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",4.757888,-75.92774,5,2021,21.8829517364502,1875.10266113281
"Ramphastidae","Ramphastos sulfuratus",10.431166,-84.00353,1,2015,24.3582134246826,3935.75463867188
"Ramphastidae","Ramphastos sulfuratus",16.994001,-89.69367,11,2022,25.8104801177979,1480.49768066406
"Trochilidae","Amazilia tzacatl",17.147072,-89.07805,5,2023,25.7464981079102,1524.36376953125
"Trochilidae","Amazilia tzacatl",9.019629,-79.520096,7,2022,25.8754558563232,2458.4345703125
"Trochilidae","Amazilia tzacatl",10.171914,-84.55759,3,2021,20.511344909668,3684.7578125
"Trochilidae","Amazilia tzacatl",8.585613,-82.99325,12,2022,25.4882640838623,4153.36962890625
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,5,2019,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",9.768738,-83.85564,10,2015,17.3862895965576,3871.62109375
"Trochilidae","Amazilia tzacatl",10.431166,-84.00353,1,2024,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",14.872377,-87.90557,7,2023,20.866584777832,1721.55249023438
"Trochilidae","Amazilia tzacatl",9.640791,-83.91189,1,2020,12.4404621124268,5037.65673828125
"Trochilidae","Amazilia tzacatl",18.193321,-88.36045,3,2020,26.1258335113525,1446.13854980469
"Trochilidae","Amazilia tzacatl",9.17797,-82.255806,3,2024,25.3654708862305,2978.18701171875
"Ramphastidae","Ramphastos sulfuratus",20.88162,-87.08008,2,2020,25.4984817504883,1386.27258300781
"Trochilidae","Amazilia tzacatl",16.280701,-88.731697,7,2011,25.7876892089844,3252.06127929688
"Trochilidae","Amazilia tzacatl",4.320151,-74.80459,5,2020,25.6005764007568,1769.13427734375
"Trochilidae","Amazilia tzacatl",5.045883,-75.6795,6,2020,21.4604740142822,2663.4658203125
"Psittacidae","Ara macao",7.41921,-80.18425,1,2023,26.3023281097412,1938.30541992188
"Trochilidae","Amazilia tzacatl",8.785841,-82.96085,2,2011,20.4299774169922,5040.26513671875
"Ramphastidae","Ramphastos sulfuratus",9.136855,-79.72383,12,2022,25.717378616333,2767.18994140625
"Ramphastidae","Ramphastos sulfuratus",17.39441,-89.634,5,2017,25.6839771270752,1404.46496582031
"Ramphastidae","Ramphastos sulfuratus",10.30708,-84.81162,3,2024,20.2926044464111,3251.82397460938
"Ramphastidae","Ramphastos sulfuratus",17.04705,-89.06098,10,2018,25.3534374237061,1652.71606445312
"Ramphastidae","Ramphastos sulfuratus",17.214512,-89.61445,11,2016,25.4286136627197,1534.83581542969
"Trochilidae","Amazilia tzacatl",10.884893,-84.788704,2,2023,25.2170467376709,2955.115234375
"Trochilidae","Amazilia tzacatl",5.680989,-75.71465,12,2024,20.7555961608887,2670.67211914062
"Trochilidae","Amazilia tzacatl",10.025907,-84.251274,3,2023,21.504846572876,2858.06884765625
"Ramphastidae","Ramphastos sulfuratus",8.360551,-77.79071,12,2024,26.1862831115723,2667.3515625
"Ramphastidae","Ramphastos sulfuratus",9.917357,-84.1914,4,2021,21.7343406677246,2724.85302734375
"Trochilidae","Amazilia tzacatl",4.474022,-75.22615,4,2019,16.722749710083,2503.55639648438
"Ramphastidae","Ramphastos sulfuratus",9.926482,-83.191,1,2020,23.2327556610107,4380.61083984375
"Psittacidae","Ara macao",6.735531,-70.22766,3,2021,26.6679611206055,2006.67333984375
"Trochilidae","Amazilia tzacatl",17.771248,-88.53427,9,2023,26.0528964996338,1630.14575195312
"Trochilidae","Amazilia tzacatl",8.622902,-71.14369,11,2022,12.6952285766602,1772.06726074219
"Ramphastidae","Ramphastos sulfuratus",17.077871,-89.0883,8,2021,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",4.72852,-75.57794,2,2014,16.7910499572754,3279.27563476562
"Trochilidae","Amazilia tzacatl",5.062753,-75.48241,9,2022,14.0688447952271,2884.4140625
"Trochilidae","Amazilia tzacatl",9.728385,-84.518616,1,2020,24.1993541717529,4059.90649414062
"Ramphastidae","Ramphastos sulfuratus",9.83193,-83.5638,3,2017,20.8341503143311,4450.3896484375
"Ramphastidae","Ramphastos sulfuratus",10.718347,-85.02661,7,2021,22.2525329589844,3695.4267578125
"Ramphastidae","Ramphastos sulfuratus",15.766171,-87.456795,7,2024,24.9808464050293,2583.77075195312
"Trochilidae","Amazilia tzacatl",9.980939,-84.07892,3,2017,18.7922496795654,3090.67211914062
"Trochilidae","Amazilia tzacatl",10.222149,-84.16725,10,2016,15.2333126068115,3949.96020507812
"Trochilidae","Amazilia tzacatl",9.062779,-79.6474,11,2018,25.752269744873,2543.22387695312
"Trochilidae","Amazilia tzacatl",10.710151,-84.17751,6,2024,24.7328491210938,3731.8232421875
"Ramphastidae","Ramphastos sulfuratus",10.31253,-84.807533,4,2024,19.6945686340332,3409.72094726562
"Trochilidae","Amazilia tzacatl",10.222149,-84.16725,8,2014,15.2333126068115,3949.96020507812
"Ramphastidae","Ramphastos sulfuratus",21.351376,-87.42886,5,2024,25.6151504516602,1157.86962890625
"Trochilidae","Amazilia tzacatl",0.029544,-78.68074,11,2021,16.6842384338379,3105.48315429688
"Trochilidae","Amazilia tzacatl",-0.72119,-80.04184,1,2021,24.6692314147949,1132.310546875
"Ramphastidae","Ramphastos sulfuratus",16.15957,-88.806725,11,2018,25.8183479309082,3477.80395507812
"Trochilidae","Amazilia tzacatl",10.317843,-83.98728,9,2023,23.7203941345215,4053.39184570312
"Trochilidae","Amazilia tzacatl",9.642198,-84.34862,12,2024,24.8110904693604,4463.36572265625
"Ramphastidae","Ramphastos sulfuratus",17.012026,-89.002754,1,2014,23.3321723937988,2064.900390625
"Trochilidae","Amazilia tzacatl",17.05304,-88.56761,8,2014,24.2031364440918,2618.71459960938
"Trochilidae","Amazilia tzacatl",17.751793,-88.653915,9,2017,25.9730472564697,1658.17370605469
"Trochilidae","Amazilia tzacatl",15.541674,-89.94967,6,2019,21.4237365722656,2891.01440429688
"Trochilidae","Amazilia tzacatl",4.880402,-75.62322,5,2020,18.2434520721436,3362.47802734375
"Ramphastidae","Ramphastos sulfuratus",10.31301,-84.8114,6,2022,19.6945686340332,3409.72094726562
"Trochilidae","Amazilia tzacatl",9.061626,-79.64953,4,2024,25.752269744873,2543.22387695312
"Trochilidae","Amazilia tzacatl",0.716196,-80.09383,6,2020,24.5706558227539,1072.62976074219
"Trochilidae","Amazilia tzacatl",10.024969,-84.11283,1,2023,19.8101959228516,2978.7958984375
"Ramphastidae","Ramphastos sulfuratus",8.389417,-77.87162,4,2019,26.019603729248,2708.67919921875
"Trochilidae","Amazilia tzacatl",8.621463,-80.1397,6,2024,22.7288646697998,2847.08911132812
"Psittacidae","Ara macao",9.728385,-84.518616,12,2017,24.1993541717529,4059.90649414062
"Trochilidae","Amazilia tzacatl",10.317843,-83.98728,8,2019,23.7203941345215,4053.39184570312
"Psittacidae","Ara macao",9.804517,-84.670621,2,2024,26.2657203674316,2771.65649414062
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,1,2018,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",0.019655,-78.70693,7,2010,17.774471282959,3720.26782226562
